ID|Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
|Margaria T.; Schieweck A.|Towards Engineering Digital Twins byÂ Active Behaviour Mining|2021|Scopus|Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120864161&doi=10.1007%2f978-3-030-91384-7_8&partnerID=40&md5=d8f5bd1a3f460de4568ba66bb3bed278|10.1007/978-3-030-91384-7_8|In the context of Confirm, the Irish Research Centre on Smart Manufacturing, field demonstrators are used to show new techniques to industrial partners, various kinds of students, and the general public alike. Considering the robotics demonstrator for the Digital Thread concept used in Confirm, which is a small cyberphysical system based on the UR3 cobot and a web controller for it, we apply Active Automata Learning in order to obtain a Digital Twin for it. Behavior mining done in this fashion is nowadays uncommon, but it has various advantages over, e.g., models obtained with popular AI techniques in that the AAL models are accurate deterministic behavioural explanations for the system behaviour at the chosen level of abstraction, and they may be further amenable to formal verification, e.g., by model checking, in order to establish properties of interest. This extension has the effect of showcasing the Digital Twin concept, the AAL technique, the use of model checking, and the importance of working with formal models that are amenable to these technologies. We then reflect on the nature of the models and their uses and meaning, from the point of view of the comments and questions we receive in the demonstrations. We also consider the use of a feature-based approach to modelling the systems and their interactions, which is a further aspect for which the demonstrator could be used, with a special attention to the aspects of this work, like AAL and the feature based and feature interaction research, that connect directly with the collaboration with and the research of Bengt Jonsson. Â© 2021, Springer Nature Switzerland AG.||
|Jayaraman R.; Lehner D.; Klikovits S.; Wimmer M.|Towards Generating Model-Driven Speech Interfaces for Digital Twins|2023|Scopus|Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182401187&doi=10.1109%2fMODELS-C59198.2023.00080&partnerID=40&md5=86cf343ca57da1eceaf08395886d6cec|10.1109/MODELS-C59198.2023.00080|The recent decade saw enormous advances of the capabilities of speech synthesis and speech recognition. While specific benefits depend on the individual applications, speech interfaces typically increase accessibility, enable 'hands-free' and 'no-screen' interaction, and often increase interaction speed and allow for more flexible usage patterns and increased multitasking, leading to higher user satisfaction. This paper presents a method to transfer these powerful benefits to the digital twin (DT) domain by automatically generating speech interfaces for DT applications. Our approach is based on Model Driven Engineering principles, where we automatically deduce command patterns from structural model information as used in, e.g., DT platform specifications. The speech interface generation is highly configurable and extendable, thus it can be applied to different DT models. The concepts behind the generator are generic as well, thus they can be ported to other applications and platforms. We validate our approach by applying it to two DT demonstration cases and provide a detailed description of the sketch interface configuration workflow.  Â© 2023 IEEE.||
|P. GaramvÃ¶lgyi; I. Kocsis; B. Gehl; A. Klenik|Towards Model-Driven Engineering of Smart Contracts for Cyber-Physical Systems|2018|IEEE|2018 48th Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshops (DSN-W)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8416237|10.1109/DSN-W.2018.00052|Applications of Distributed Ledger Technologies (DLTs) in IoT and Cyber-Physical Systems (CPS) are rapidly emerging. However, developing correct and resilient smart contracts for these use cases is even less understood than it is for cryptocurrency-based contracts. This paper presents an initial approach for generating smart contracts for coordinating the usage of cyber-physical system elements from UML statecharts. While the current target platform is Ethereum, our approach can easily be extended to other blockchain platforms.||
|H. Marah; L. Lima; M. Challenger; H. Vangheluwe|Towards Ontology Enabled Agent-Based Twinning for Cyber-Physical Systems|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350497|10.1109/MODELS-C59198.2023.00078|The twinning paradigm is a concept that embraces end-to-end amalgamation and bridging the physical and cyber worlds. Harnessing the power of twinning to cyber-physical systems offers several benefits and opportunities, that are encountered by multiple challenges. Data integration, knowledge representation, reasoning, and inferencing are crucial for providing dependable services to the twinned systems. To address these challenges, an ontology-enabled approach for modelling cyber-physical systems and their twins is proposed, which is incorporated with an intelligent agent-driven representation of the different elements of the system. Applied to a case study, this approach enables representing the knowledge of the system and its environment, capturing different aspects and integrating heterogeneous data from various sources. This allows performing reasoning and inferencing on the system to obtain valuable insights and information.||
|Eisenberg M.; Lehner D.; Sindelar R.; Wimmer M.|Towards Reactive Planning withÂ Digital Twins andÂ Model-Driven Optimization|2022|Scopus|Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142747553&doi=10.1007%2f978-3-031-19762-8_5&partnerID=40&md5=647f1fb43ba6e5560ec6930329484073|10.1007/978-3-031-19762-8_5|Digital Twins are emerging in several domains. They allow to connect various models with running systems based on bi-directional data exchange. Thus, design models can be extended with runtime views which also opens the door for many additional techniques such as identifying unexpected system changes during runtime. However, dedicated reactions to these unexpected changes, such as adapting an existing plan which has been computed in advance and may no longer be seen beneficial, are still often neglected in Digital Twins. To tackle this shortcoming, we propose so-called reactive planning that integrates Digital Twins with planning approaches to react to unforeseen changes during plan execution. In particular, we introduce an extended Digital Twin architecture which allows to integrate existing model-driven optimization frameworks. Based on this integration, we present different strategies how the replanning can be performed by utilizing the information and services available in Digital Twins. We evaluate our approach for a stack allocation case study. This evaluation yields promising results on how to effectively improve existing plans during runtime, but also allows to identify future lines of research in this area. Â© 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.||
|D. AntanasijeviÄ‡; S. RistiÄ‡; M. VieÅ¡tica; V. Dimitrieski; M. PisariÄ‡|Towards a Formal Specification of Human Worker for Industry 4.0|2022|IEEE|2022 IEEE 16th International Scientific Conference on Informatics (Informatics)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083444|10.1109/Informatics57926.2022.10083444|Industry 4.0 aims to build open and intelligent manufacturing platforms in which humans, machines, and other resources communicate with each other. Modeling techniques and simulation of production processes can be used to facilitate flexibility and automation of a shop floor. In previous research we have proposed an approach to support production process modeling based on Model- Driven principles alongside with a Domain-Specific Modeling Language named MultiProLan which can be used to create production process models suitable for automatic generation of executable code that enables automatic execution of production processes within a simulation or a shop floor. Here we propose a research on the extension of MultiProLan language aimed at human worker modeling in the context of Industry 4.0. The language extension would enable the formal specification of human worker's roles, skills, competencies, capabilities, and limitations in order to achieve the better integration of human workers and machines in the smart factory.||
|Sottet J.-S.; Brimont P.; Feltus C.; Gateau B.; Merche J.-F.|Towards a Lightweight Model-driven Smart-city Digital Twin|2022|Scopus|International Conference on Model-Driven Engineering and Software Development|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149221927&doi=10.5220%2f0010906100003119&partnerID=40&md5=6e272ac7d6adad82eb8587b44eb91f33|10.5220/0010906100003119|In this article we consider the use of digital twin for representing open physical system, notably smart-cities. In this context everything is not necessarily defined or sensed; as a result a pure data-driven approach is not possible and should be completed by expert knowledge, hence through models. We propose an approach to design a model-driven digital twins MDDT that supports this context. It allows to 1/ quickly prototype digital twins, 2/ integrate various information from different kind of sources (diverse expertise, data, etc.) 3/ support evolution and enhancement all along the systemâ€™s life-cycle. Â© 2022 by SCITEPRESSâ€“Science and Technology Publications, Lda. All rights reserved.||
|M. Vierhauser; H. Marah; A. Garmendia; J. Cleland-Huang; M. Wimmer|Towards a Model-Integrated Runtime Monitoring Infrastructure for Cyber-Physical Systems|2021|IEEE|2021 IEEE/ACM 43rd International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402246|10.1109/ICSE-NIER52604.2021.00028|"Runtime monitoring is essential for ensuring the safe operation and enabling self-adaptive behavior of Cyber-Physical Systems (CPS). It requires the creation of system monitors, instrumentation for data collection, and the definition of constraints. All of these aspects need to evolve to accommodate changes in the system. However, most existing approaches lack support for the automated generation and setup of monitors and constraints for diverse technologies and do not provide adequate support for evolving the monitoring infrastructure. Without this support, constraints and monitors can become stale and become less effective in long-running, rapidly changing CPS. In this ""new and emerging results"" paper we propose a novel framework for model-integrated runtime monitoring. We combine model-driven techniques and runtime monitoring to automatically generate large parts of the monitoring framework and to reduce the maintenance effort necessary when parts of the monitored system change. We build a prototype and evaluate our approach against a system for controlling the flights of unmanned aerial vehicles."||
|David I.; Bork D.|Towards a Taxonomy of Digital Twin Evolution for Technical Sustainability|2023|Scopus|Proceedings - 2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181711222&doi=10.1109%2fMODELS-C59198.2023.00147&partnerID=40&md5=286b0a4543bda6633fcae8c7e35bb547|10.1109/MODELS-C59198.2023.00147|The next generation of engineered systems ought to be more sustainable. In this context, Digital Twins play a crucial role as key enablers of sustainability ambitions in systems engineering. However, as a specific class of engineered systems, Digital Twins themselves must adopt sustainability principles to avoid defeating their purpose in fostering sustainability. In this proposal, we focus on the technical sustainability of Digital Twins, enabled by their evolution. We propose an initial taxonomy we believe will support systematic Digital Twin evolution mecha-nisms and draw links to similar taxonomies of Physical Twins.  Â© 2023 IEEE.||
|M. VjeÅ¡tica; V. Dimitrieski; M. PisariÄ‡; S. KordiÄ‡; S. RistiÄ‡; I. LukoviÄ‡|Towards a formal description and automatic execution of production processes|2019|IEEE|2019 IEEE 15th International Scientific Conference on Informatics|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9119314|10.1109/Informatics47936.2019.9119314|Industry 4.0 enforces digital revolution in the manufacturing industry by introducing smart devices and knowledge bases to form intelligent manufacturing information systems. One of the goals of the digital revolution is to support an automatic production from product specification to allow faster reaction on the product changes and a lot size one production. In order to make this possible, a formal language to describe production processes is needed, together with a code generator for its models and an engine to execute the code on smart devices. In this paper we propose a research on Industry 4.0 manufacturing using a Model-Driven Software Development (MDSD) approach to model production processes, use the models to generate instructions to smart devices and human workers, and gather a feedback from them during the process execution.||
|Y. Fu; G. Grossmann; K. Kaur; M. Selway; M. Stumptner|Towards the Integration of Multi-Level and Multi-View Modelling for Interoperability|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350809|10.1109/MODELS-C59198.2023.00109|In large industries, interoperability issues often occur between different systems and at different abstraction levels within a system. The former is referred to as horizontal- and the latter as vertical interoperability. This paper proposes ways to improve interoperability using multi-level and multi-view modelling methods. Multi-level modelling maximizes the reuse of information at the high-level and reduces complexity at the same time by separation of concerns. Multi-view modelling also allows to reduce complexity by selecting a subset of model elements required by a stakeholder. Currently there is no effective modelling approach that can adequately combine both methods. In this paper, we propose a novel modelling approach that integrates multi-level and multi-view modelling to support the collaborative evolution of multi-level models by different stakeholders. We present the metamodel and a semi-formal definition of the approach and demonstrate its benefits in the context of a risk management case study from the energy industry.||
|Hugues J.; Hristosov A.; Hudak J.J.; Yankel J.|TwinOps - DevOps meets model-based engineering and digital twins for the engineering of CPS|2020|Scopus|Proceedings - 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS-C 2020 - Companion Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096747019&doi=10.1145%2f3417990.3421446&partnerID=40&md5=29cb381ba22f3ec5027c77115a025895|10.1145/3417990.3421446|The engineering of Cyber-Physical Systems (CPS) requires a large set of expertise to capture the system requirements and to derive a correct solution. Model-based Engineering and DevOps aim to efficiently deliver software with increased quality. Model-based Engineering relies on models as first-class artifacts to analyze, simulate, and ultimately generate parts of a system. DevOps focuses on software engineering activities, from early development to integration, and then improvement through the monitoring of the system at run-time. We claim these can be efficiently combined to improve the engineering process of CPS. In this paper, we present TwinOps, a process that unifies Model-based Engineering, Digital Twins, and DevOps practice in a uniform workflow. TwinOps illustrates how to leverage several best practices in MBE and DevOps for the engineering Cyber-Physical systems. We illustrate our contribution using a Digital Twins case study to illustrate TwinOps benefits, combining AADL and Modelica models, and an IoT platform.  Â© 2020 ACM.||
|Du X.; Zhu Q.; Ding G.; Li J.; Wu Q.; Lan T.; Lin Z.; Zhong W.; Han L.|UAV-assisted three-dimensional spectrum mapping driven by spectrum data and channel model|2021|Scopus|Symmetry|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121555300&doi=10.3390%2fsym13122308&partnerID=40&md5=3bf746376cecc97ccd110a9998aa3edb|10.3390/sym13122308|As the number of civil aerial vehicles increase explosively, spectrum scarcity and security become an increasingly challenge in both the airspace and terrestrial space. To address this difficulty, this paper presents an unmanned aerial vehicle-assisted (UAV-assisted) spectrum mapping system and a spectrum data reconstruction algorithm driven by spectrum data and channel model are proposed. The reconstruction algorithm, which includes a model-driven spectrum data inference method and a spectrum data completion method with uniformity decision mechanism, can recon-struct limited and incomplete spectrum data to a three-dimensional (3D) spectrum map. As a result, spectrum scarcity and security can be achieved. Spectrum mapping is a symmetry-based digital twin technology. By employing an uniformity decision mechanism, the proposed completion method can effectively interpolate spatial data even when the collected data are unevenly distributed. The effectiveness of the proposed mapping scheme is evaluated by comparing its results with the ray-tracing simulated data of the campus scenario. Simulation results show that the proposed reconstruction algorithm outperforms the classical inverse distance weighted (IDW) interpolation method and the tensor completion method by about 12.5% and 92.3%, respectively, in terms of reconstruction accuracy when the collected spectrum data are regularly missing, unevenly distributed and limited. Â© 2021 by the authors. Licensee MDPI, Basel, Switzerland.||
